,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,2507000000.0,65000000.0,2909000000.0,-4214000000.0
Total Cashflows From Investing Activities,-205000000.0,68000000.0,-148000000.0,-130000000.0
Net Borrowings,-162000000.0,-373000000.0,-3000000.0,-2000000.0
Total Cash From Financing Activities,-517000000.0,-775000000.0,-462000000.0,61000000.0
Change To Operating Activities,37000000.0,8157000000.0,111000000.0,-89000000.0
Issuance Of Stock,37000000.0,16000000.0,18000000.0,21000000.0
Net Income,666000000.0,-6226000000.0,577000000.0,444000000.0
Change In Cash,2664000000.0,492000000.0,376000000.0,-1159000000.0
Repurchase Of Stock,-244000000.0,-254000000.0,-248000000.0,-24000000.0
Effect Of Exchange Rate,16000000.0,-14000000.0,-35000000.0,-28000000.0
Total Cash From Operating Activities,3370000000.0,1213000000.0,1021000000.0,-1062000000.0
Depreciation,221000000.0,227000000.0,222000000.0,217000000.0
Other Cashflows From Investing Activities,-64000000.0,-61000000.0,2000000.0,-16000000.0
Dividends Paid,-67000000.0,-69000000.0,-66000000.0,-74000000.0
Change To Inventory,-230000000.0,-650000000.0,-1634000000.0,238000000.0
Change To Account Receivables,-355000000.0,519000000.0,-1310000000.0,2291000000.0
Other Cashflows From Financing Activities,-81000000.0,-95000000.0,-163000000.0,140000000.0
Change To Netincome,874000000.0,-1121000000.0,280000000.0,-25000000.0
Capital Expenditures,-158000000.0,-119000000.0,-102000000.0,-72000000.0
